order_id,customer_id,order_date,amount,category,channel,state
5179,11102,2024-05-19,1295.41,Fashion,Social,GJ
3856,10830,2024-05-19,645.92,Grocery,Paid,UP
2197,10472,2024-05-19,1543.57,Fashion,Social,RJ
3609,10779,2024-05-19,269.56,Home,Organic,MH
5011,11061,2024-05-19,1014.02,Electronics,Organic,DL
2035,10443,2024-05-19,1020.65,Fashion,Referral,WB
778,10171,2024-05-19,1450.71,Home,Social,UP
4757,11006,2024-05-19,163.97,Fashion,Organic,MH
747,10161,2024-05-19,648.85,Fashion,Paid,MH
3440,10743,2024-05-20,1284.52,Home,Referral,MH
315,10072,2024-05-20,349.44,Accessories,Paid,RJ
314,10072,2024-05-20,249.35,Electronics,Referral,GJ
1424,10319,2024-05-20,567.63,Accessories,Organic,TN
3084,10658,2024-05-20,977.57,Fashion,Social,UP
4501,10950,2024-05-20,164.06,Fashion,Paid,GJ
3977,10851,2024-05-20,399.04,Fashion,Paid,MH
4991,11056,2024-05-20,623.17,Electronics,Organic,TS
3666,10792,2024-05-20,652.12,Grocery,Organic,DL
3174,10683,2024-05-20,714.82,Grocery,Paid,GJ
42,10011,2024-05-20,1014.36,Electronics,Organic,KA
2676,10572,2024-05-20,889.47,Accessories,Social,TS
5249,11114,2024-05-20,268.36,Electronics,Organic,DL
3515,10759,2024-05-21,340.93,Electronics,Referral,TS
5618,11190,2024-05-21,189.2,Home,Organic,TS
1801,10394,2024-05-21,668.97,Electronics,Social,TS
3013,10641,2024-05-21,1272.03,Fashion,Paid,UP
4645,10981,2024-05-21,801.86,Grocery,Referral,KA
1293,10296,2024-05-21,505.89,Home,Organic,GJ
4609,10974,2024-05-21,701.65,Electronics,Organic,DL
892,10200,2024-05-21,3520.27,Grocery,Organic,WB
2161,10467,2024-05-21,680.65,Beauty,Organic,TN
4863,11028,2024-05-21,546.37,Accessories,Organic,GJ
1112,10252,2024-05-21,583.2,Beauty,Paid,TS
1493,10330,2024-05-21,392.79,Grocery,Organic,WB
175,10041,2024-05-21,591.59,Grocery,Organic,MH
3576,10771,2024-05-21,984.87,Beauty,Paid,UP
3092,10661,2024-05-21,815.09,Grocery,Paid,TN
3012,10641,2024-05-21,656.47,Electronics,Social,GJ
4846,11024,2024-05-21,659.56,Beauty,Organic,KA
1896,10416,2024-05-22,1564.42,Beauty,Social,GJ
3608,10779,2024-05-22,464.63,Grocery,Organic,GJ
3811,10816,2024-05-22,1182.36,Fashion,Referral,RJ
2318,10501,2024-05-22,245.45,Electronics,Organic,UP
5336,11132,2024-05-22,963.54,Accessories,Paid,RJ
2719,10581,2024-05-22,316.08,Electronics,Organic,DL
1244,10287,2024-05-22,712.0,Electronics,Paid,TS
51,10013,2024-05-22,1411.33,Grocery,Referral,TN
5201,11106,2024-05-22,1530.71,Grocery,Paid,KL
3411,10736,2024-05-22,958.83,Home,Organic,MH
3838,10824,2024-05-22,1044.27,Accessories,Organic,GJ
174,10041,2024-05-22,1160.94,Home,Organic,TN
3704,10798,2024-05-22,766.19,Fashion,Organic,KA
3378,10729,2024-05-22,1085.28,Grocery,Paid,RJ
293,10067,2024-05-22,307.27,Grocery,Paid,RJ
1623,10357,2024-05-22,856.43,Beauty,Organic,GJ
2868,10611,2024-05-22,1394.04,Beauty,Organic,KA
5064,11073,2024-05-22,810.57,Home,Paid,RJ
5632,11193,2024-05-22,922.75,Beauty,Organic,DL
3620,10781,2024-05-22,430.25,Grocery,Organic,KA
2425,10521,2024-05-22,487.23,Accessories,Social,TN
3047,10650,2024-05-22,514.94,Beauty,Organic,TS
71,10019,2024-05-23,1218.93,Electronics,Paid,MH
2363,10508,2024-05-23,678.79,Electronics,Social,RJ
112,10028,2024-05-23,373.99,Accessories,Organic,RJ
1342,10304,2024-05-23,458.89,Grocery,Organic,GJ
1341,10304,2024-05-23,451.17,Beauty,Paid,WB
72,10019,2024-05-23,450.32,Fashion,Paid,RJ
2747,10588,2024-05-23,336.84,Fashion,Organic,GJ
73,10019,2024-05-23,418.63,Fashion,Referral,DL
3383,10731,2024-05-23,1520.67,Grocery,Organic,RJ
2675,10572,2024-05-23,638.99,Home,Organic,WB
3581,10772,2024-05-24,337.41,Accessories,Organic,UP
2644,10566,2024-05-24,1594.21,Home,Social,TN
5251,11115,2024-05-24,1569.75,Fashion,Organic,RJ
2531,10545,2024-05-24,752.96,Home,Organic,UP
3328,10717,2024-05-24,474.09,Beauty,Organic,GJ
5182,11103,2024-05-24,3090.01,Electronics,Paid,WB
27,10008,2024-05-24,818.28,Accessories,Paid,KA
1371,10310,2024-05-24,736.75,Grocery,Paid,MH
2581,10554,2024-05-24,1177.6,Beauty,Paid,KA
5193,11105,2024-05-24,1206.41,Fashion,Paid,DL
1486,10329,2024-05-24,1032.41,Beauty,Organic,MH
4135,10880,2024-05-24,1168.65,Fashion,Organic,MH
5470,11158,2024-05-24,1082.78,Grocery,Social,KL
4272,10908,2024-05-24,711.77,Fashion,Paid,KL
4141,10881,2024-05-24,1325.98,Fashion,Referral,TS
3295,10711,2024-05-25,527.74,Home,Referral,GJ
807,10178,2024-05-25,1086.33,Home,Paid,TS
3663,10790,2024-05-25,2015.1,Accessories,Social,KL
2798,10596,2024-05-25,550.19,Fashion,Organic,WB
1398,10315,2024-05-25,492.98,Fashion,Paid,UP
2014,10440,2024-05-25,262.79,Home,Organic,TS
4932,11043,2024-05-25,375.25,Grocery,Organic,MH
1815,10398,2024-05-25,1522.04,Home,Organic,RJ
783,10172,2024-05-25,2345.69,Beauty,Organic,WB
541,10118,2024-05-25,1083.58,Accessories,Paid,KA
3720,10800,2024-05-25,808.49,Fashion,Social,TN
144,10035,2024-05-25,720.37,Accessories,Referral,MH
4432,10937,2024-05-25,895.65,Fashion,Referral,WB
5566,11180,2024-05-25,1390.21,Fashion,Organic,TS
2125,10459,2024-05-25,100.0,Electronics,Social,WB
2923,10621,2024-05-25,758.72,Grocery,Organic,KL
1294,10296,2024-05-25,449.56,Accessories,Paid,KA
5316,11128,2024-05-25,982.99,Beauty,Paid,MH
4684,10989,2024-05-26,2478.21,Grocery,Social,RJ
3377,10729,2024-05-26,1430.46,Electronics,Referral,TS
1425,10319,2024-05-26,344.14,Fashion,Organic,TN
49,10012,2024-05-26,609.14,Fashion,Organic,GJ
18,10005,2024-05-26,993.63,Fashion,Social,TS
3555,10766,2024-05-26,740.82,Beauty,Paid,GJ
356,10078,2024-05-26,857.98,Fashion,Paid,RJ
4837,11023,2024-05-26,426.35,Fashion,Organic,WB
2063,10447,2024-05-26,352.13,Electronics,Organic,DL
3548,10764,2024-05-26,322.48,Grocery,Social,TS
2707,10579,2024-05-26,1362.08,Grocery,Organic,WB
599,10128,2024-05-26,905.52,Fashion,Organic,KL
1716,10375,2024-05-26,390.12,Grocery,Referral,UP
2305,10499,2024-05-26,1681.4,Beauty,Social,KA
424,10094,2024-05-26,114.41,Accessories,Paid,MH
5460,11156,2024-05-26,1357.0,Grocery,Organic,UP
4584,10970,2024-05-26,1132.55,Accessories,Organic,KL
3812,10817,2024-05-26,262.24,Home,Organic,GJ
2691,10576,2024-05-26,745.42,Accessories,Social,WB
4240,10903,2024-05-26,516.09,Accessories,Paid,WB
3426,10741,2024-05-27,273.7,Fashion,Paid,GJ
1499,10331,2024-05-27,660.98,Fashion,Organic,RJ
2586,10555,2024-05-27,346.51,Electronics,Organic,MH
3907,10839,2024-05-27,1855.57,Accessories,Organic,TN
1031,10235,2024-05-27,1263.97,Home,Organic,TS
2580,10554,2024-05-27,385.18,Fashion,Organic,UP
710,10151,2024-05-27,2322.63,Fashion,Social,DL
3035,10647,2024-05-27,705.58,Accessories,Organic,TN
1959,10429,2024-05-27,926.57,Fashion,Organic,TN
3841,10824,2024-05-27,892.2,Electronics,Paid,MH
5454,11155,2024-05-27,772.21,Grocery,Paid,TS
5313,11128,2024-05-27,470.7,Grocery,Organic,TN
932,10210,2024-05-28,347.22,Fashion,Referral,TN
2684,10574,2024-05-28,683.05,Fashion,Referral,WB
3405,10734,2024-05-28,1189.84,Accessories,Social,TS
1820,10400,2024-05-28,1531.62,Fashion,Organic,TS
3099,10663,2024-05-28,430.22,Fashion,Paid,TS
1423,10319,2024-05-28,553.13,Accessories,Social,UP
2875,10612,2024-05-28,1281.23,Home,Organic,MH
2375,10510,2024-05-28,329.53,Fashion,Organic,TS
724,10153,2024-05-28,640.96,Beauty,Referral,TS
3752,10805,2024-05-28,412.65,Fashion,Social,WB
3711,10799,2024-05-28,678.32,Home,Organic,UP
1597,10351,2024-05-28,1534.41,Home,Paid,KA
2554,10549,2024-05-28,1070.29,Accessories,Social,KL
2500,10538,2024-05-28,1238.23,Electronics,Social,DL
1701,10373,2024-05-28,309.51,Grocery,Organic,WB
5314,11128,2024-05-29,785.48,Fashion,Organic,KA
5315,11128,2024-05-29,1442.45,Home,Paid,RJ
2025,10441,2024-05-29,182.17,Fashion,Social,MH
3736,10803,2024-05-29,437.82,Home,Paid,UP
4223,10899,2024-05-29,349.27,Fashion,Organic,MH
459,10102,2024-05-29,684.57,Home,Referral,KA
4897,11036,2024-05-29,362.93,Grocery,Organic,MH
4241,10903,2024-05-29,171.09,Beauty,Social,DL
3686,10795,2024-05-29,613.41,Electronics,Paid,KL
2015,10440,2024-05-29,469.54,Electronics,Organic,WB
5406,11144,2024-05-29,651.02,Fashion,Organic,KA
4695,10991,2024-05-29,1178.43,Beauty,Organic,UP
4090,10869,2024-05-29,229.55,Grocery,Paid,RJ
5658,11198,2024-05-29,900.16,Fashion,Organic,UP
854,10191,2024-05-29,971.6,Electronics,Organic,KA
1968,10431,2024-05-29,1281.91,Electronics,Referral,RJ
3983,10852,2024-05-29,711.54,Electronics,Organic,MH
3038,10648,2024-05-29,1381.34,Fashion,Paid,KL
2858,10609,2024-05-29,769.82,Electronics,Social,RJ
5108,11083,2024-05-29,209.39,Fashion,Referral,RJ
2739,10586,2024-05-29,1250.06,Home,Paid,WB
1821,10400,2024-05-29,605.29,Fashion,Paid,GJ
2568,10551,2024-05-30,739.41,Fashion,Referral,MH
1766,10387,2024-05-30,652.75,Accessories,Social,RJ
4521,10955,2024-05-30,468.42,Fashion,Social,TS
5496,11164,2024-05-30,553.81,Electronics,Organic,TN
5674,11200,2024-05-30,711.41,Grocery,Organic,GJ
3432,10742,2024-05-30,914.54,Beauty,Paid,GJ
4326,10919,2024-05-30,413.33,Fashion,Organic,WB
3678,10794,2024-05-30,757.31,Fashion,Social,RJ
3355,10724,2024-05-30,816.76,Electronics,Paid,KL
2424,10521,2024-05-30,450.48,Grocery,Organic,RJ
5294,11122,2024-05-30,1399.93,Grocery,Referral,TS
4100,10871,2024-05-30,1247.96,Beauty,Referral,MH
416,10093,2024-05-30,1116.33,Grocery,Organic,KL
265,10062,2024-05-30,273.47,Home,Paid,KL
417,10093,2024-05-30,991.59,Accessories,Paid,RJ
3753,10805,2024-05-30,523.62,Beauty,Organic,KL
3261,10704,2024-05-30,673.9,Fashion,Organic,WB
181,10042,2024-05-31,1310.73,Accessories,Social,RJ
2655,10569,2024-05-31,962.31,Fashion,Organic,TS
961,10219,2024-05-31,326.94,Fashion,Paid,UP
1273,10292,2024-05-31,285.5,Beauty,Organic,WB
3321,10716,2024-05-31,432.95,Home,Organic,TS
5024,11065,2024-05-31,679.74,Grocery,Organic,TS
2692,10576,2024-05-31,503.47,Home,Organic,TS
1150,10262,2024-05-31,734.02,Home,Organic,KA
4312,10916,2024-05-31,970.87,Home,Social,KL
610,10130,2024-05-31,751.0,Accessories,Paid,GJ
4700,10993,2024-05-31,262.05,Accessories,Paid,DL
1742,10381,2024-05-31,1418.61,Accessories,Organic,KA
4083,10868,2024-05-31,606.81,Accessories,Referral,MH
394,10089,2024-05-31,766.15,Beauty,Paid,UP
1087,10248,2024-05-31,100.0,Beauty,Social,TS
2107,10454,2024-06-01,379.41,Electronics,Paid,TS
4869,11029,2024-06-01,909.82,Fashion,Paid,MH
4809,11017,2024-06-01,773.39,Grocery,Organic,MH
4224,10899,2024-06-01,298.93,Home,Referral,GJ
1337,10303,2024-06-01,324.37,Fashion,Paid,WB
1450,10323,2024-06-01,544.1,Beauty,Organic,WB
3846,10826,2024-06-01,528.45,Fashion,Organic,WB
740,10158,2024-06-01,396.32,Fashion,Organic,UP
1512,10334,2024-06-01,526.3,Fashion,Paid,UP
4710,10994,2024-06-01,1025.74,Home,Organic,TS
45,10011,2024-06-01,586.66,Electronics,Social,GJ
3384,10731,2024-06-01,928.56,Grocery,Referral,GJ
1919,10420,2024-06-01,493.89,Accessories,Organic,RJ
1915,10419,2024-06-01,641.69,Fashion,Organic,TN
3105,10666,2024-06-01,570.48,Grocery,Organic,DL
2137,10461,2024-06-01,645.68,Fashion,Social,RJ
4176,10889,2024-06-01,1474.13,Accessories,Referral,WB
3754,10805,2024-06-01,648.95,Home,Organic,WB
434,10096,2024-06-01,828.78,Grocery,Social,KA
5092,11079,2024-06-01,297.59,Beauty,Social,GJ
1195,10273,2024-06-01,273.06,Home,Organic,RJ
5093,11079,2024-06-01,125.42,Home,Organic,KA
225,10053,2024-06-01,712.88,Fashion,Paid,DL
4543,10961,2024-06-02,438.86,Home,Referral,WB
5367,11139,2024-06-02,872.07,Fashion,Paid,DL
3213,10693,2024-06-02,1094.28,Accessories,Organic,DL
3521,10760,2024-06-02,823.99,Fashion,Organic,RJ
3986,10852,2024-06-02,919.02,Electronics,Organic,WB
3115,10669,2024-06-02,138.7,Home,Social,DL
676,10144,2024-06-02,953.81,Fashion,Paid,UP
4910,11039,2024-06-02,345.01,Electronics,Referral,KA
5391,11142,2024-06-02,1019.16,Grocery,Organic,MH
1749,10384,2024-06-02,914.65,Electronics,Organic,DL
25,10007,2024-06-02,504.52,Fashion,Organic,KL
2720,10581,2024-06-02,393.99,Home,Organic,RJ
5142,11093,2024-06-03,453.8,Grocery,Organic,DL
3488,10753,2024-06-03,493.9,Accessories,Social,MH
3673,10793,2024-06-03,248.45,Fashion,Paid,TS
4970,11052,2024-06-03,262.41,Beauty,Organic,GJ
1242,10286,2024-06-03,817.32,Accessories,Organic,GJ
4724,10998,2024-06-03,975.05,Beauty,Organic,TS
5347,11134,2024-06-03,283.43,Fashion,Organic,WB
836,10186,2024-06-03,773.88,Electronics,Organic,KL
4552,10963,2024-06-03,1143.65,Electronics,Organic,KL
1834,10402,2024-06-03,1360.76,Home,Organic,TS
2812,10598,2024-06-03,461.6,Accessories,Paid,GJ
1067,10243,2024-06-03,464.97,Home,Organic,TS
2482,10534,2024-06-03,779.98,Fashion,Organic,KL
2364,10508,2024-06-03,923.7,Fashion,Social,TS
2961,10631,2024-06-03,435.92,Beauty,Referral,TS
1438,10320,2024-06-03,494.02,Grocery,Paid,KA
5461,11156,2024-06-03,279.85,Electronics,Paid,WB
3775,10808,2024-06-03,493.58,Accessories,Paid,RJ
5543,11173,2024-06-03,264.11,Home,Organic,RJ
2972,10633,2024-06-03,411.8,Grocery,Social,GJ
2413,10518,2024-06-03,286.09,Electronics,Organic,RJ
159,10039,2024-06-04,330.05,Fashion,Organic,KA
4489,10947,2024-06-04,450.01,Electronics,Paid,WB
4524,10956,2024-06-04,3387.55,Fashion,Paid,WB
3648,10787,2024-06-04,925.62,Beauty,Organic,WB
447,10098,2024-06-04,486.67,Home,Organic,DL
2588,10555,2024-06-04,1630.71,Home,Organic,WB
5330,11131,2024-06-04,723.24,Beauty,Social,KL
1938,10424,2024-06-04,636.02,Beauty,Referral,TN
3589,10775,2024-06-04,684.69,Electronics,Referral,TN
4924,11042,2024-06-04,309.83,Grocery,Organic,DL
2247,10482,2024-06-04,591.93,Grocery,Organic,DL
1587,10349,2024-06-04,1825.9,Beauty,Organic,KL
3942,10845,2024-06-04,562.92,Accessories,Organic,TS
3960,10848,2024-06-04,630.35,Beauty,Social,DL
3721,10800,2024-06-04,378.38,Home,Organic,KL
3847,10826,2024-06-04,784.46,Home,Organic,TS
3985,10852,2024-06-04,654.37,Grocery,Paid,MH
3653,10788,2024-06-04,1509.79,Electronics,Social,MH
3165,10680,2024-06-04,1228.7,Home,Organic,DL
4285,10911,2024-06-04,530.33,Beauty,Paid,WB
2101,10453,2024-06-04,498.46,Accessories,Social,TN
3781,10810,2024-06-05,963.54,Grocery,Referral,KL
3826,10821,2024-06-05,1617.01,Fashion,Organic,WB
1410,10317,2024-06-05,1645.65,Fashion,Paid,KL
3850,10827,2024-06-05,443.54,Home,Social,DL
1549,10342,2024-06-05,913.55,Beauty,Organic,UP
3706,10798,2024-06-05,1099.24,Accessories,Paid,KL
5218,11108,2024-06-05,1779.03,Grocery,Social,MH
2632,10564,2024-06-05,416.35,Fashion,Paid,TS
4350,10925,2024-06-05,254.98,Electronics,Social,UP
2376,10510,2024-06-05,712.76,Accessories,Paid,DL
1359,10307,2024-06-05,704.83,Electronics,Organic,TN
1835,10402,2024-06-05,1881.45,Fashion,Paid,GJ
1852,10405,2024-06-05,718.69,Beauty,Paid,KA
1767,10387,2024-06-05,1304.43,Home,Social,UP
2602,10557,2024-06-05,256.68,Beauty,Organic,KL
926,10209,2024-06-05,696.71,Grocery,Social,GJ
4925,11042,2024-06-05,456.9,Fashion,Organic,KL
2224,10477,2024-06-05,422.26,Home,Paid,KA
1136,10260,2024-06-05,867.8,Electronics,Referral,WB
2131,10460,2024-06-05,639.11,Beauty,Organic,TN
1702,10373,2024-06-05,580.26,Home,Organic,TN
4962,11050,2024-06-05,459.48,Beauty,Organic,WB
893,10200,2024-06-05,1901.24,Accessories,Organic,MH
5023,11064,2024-06-05,938.88,Home,Social,TN
2300,10498,2024-06-05,1149.03,Fashion,Referral,KL
2942,10627,2024-06-05,141.66,Fashion,Paid,MH
5295,11122,2024-06-05,1375.77,Home,Social,WB
4658,10983,2024-06-05,806.35,Accessories,Organic,MH
4670,10986,2024-06-05,1055.92,Accessories,Organic,TN
773,10170,2024-06-05,458.15,Accessories,Organic,TS
3626,10782,2024-06-05,587.65,Grocery,Social,TN
1984,10433,2024-06-05,508.61,Accessories,Organic,DL
5465,11156,2024-06-05,411.79,Grocery,Organic,TS
4499,10949,2024-06-06,300.37,Home,Organic,RJ
5253,11115,2024-06-06,1021.41,Electronics,Social,WB
3127,10672,2024-06-06,129.46,Electronics,Social,TS
5343,11133,2024-06-06,526.42,Accessories,Organic,TN
580,10125,2024-06-06,1205.06,Fashion,Paid,TN
5668,11199,2024-06-06,1578.13,Accessories,Referral,GJ
1318,10300,2024-06-06,263.75,Grocery,Paid,TN
28,10008,2024-06-06,748.13,Beauty,Organic,TN
1259,10289,2024-06-06,486.45,Home,Organic,KL
5091,11079,2024-06-06,372.66,Beauty,Organic,DL
2142,10462,2024-06-06,354.47,Beauty,Referral,MH
3743,10804,2024-06-07,1112.81,Beauty,Organic,DL
4737,11001,2024-06-07,987.55,Electronics,Paid,KA
5065,11073,2024-06-07,516.03,Fashion,Paid,KL
2240,10481,2024-06-07,512.12,Home,Organic,MH
274,10063,2024-06-07,761.45,Home,Organic,RJ
843,10188,2024-06-07,462.22,Fashion,Organic,RJ
2714,10580,2024-06-07,321.89,Fashion,Paid,TS
872,10194,2024-06-07,619.0,Accessories,Paid,KL
5157,11095,2024-06-07,491.78,Home,Organic,MH
2876,10612,2024-06-07,863.28,Home,Social,KA
4077,10867,2024-06-07,222.14,Grocery,Paid,TN
2226,10478,2024-06-07,1368.48,Fashion,Organic,MH
1122,10255,2024-06-07,668.54,Grocery,Paid,TS
2338,10505,2024-06-07,1598.28,Home,Social,WB
3447,10744,2024-06-07,2811.72,Grocery,Referral,DL
3422,10740,2024-06-07,840.72,Electronics,Social,TS
970,10221,2024-06-07,644.69,Fashion,Paid,KL
5389,11142,2024-06-07,638.47,Accessories,Organic,UP
2086,10451,2024-06-07,170.31,Accessories,Paid,TN
2883,10613,2024-06-08,1411.08,Electronics,Referral,WB
2844,10606,2024-06-08,661.12,Electronics,Paid,DL
3077,10656,2024-06-08,422.24,Grocery,Referral,TN
3793,10813,2024-06-08,2357.44,Beauty,Referral,KA
3893,10836,2024-06-08,1252.6,Fashion,Organic,UP
2252,10485,2024-06-08,1892.95,Home,Social,TS
1245,10287,2024-06-08,479.67,Fashion,Organic,TN
38,10010,2024-06-08,2039.1,Fashion,Social,DL
1683,10370,2024-06-08,172.63,Accessories,Organic,DL
1507,10333,2024-06-08,612.81,Grocery,Referral,KL
3131,10673,2024-06-08,344.7,Grocery,Social,KL
4266,10907,2024-06-08,788.84,Beauty,Paid,RJ
5407,11144,2024-06-08,311.99,Fashion,Organic,WB
3434,10742,2024-06-08,628.9,Beauty,Organic,WB
4488,10947,2024-06-08,956.55,Beauty,Organic,DL
3285,10708,2024-06-08,921.41,Beauty,Organic,TS
5252,11115,2024-06-08,786.8,Accessories,Referral,TS
4406,10935,2024-06-08,1210.37,Electronics,Paid,MH
507,10109,2024-06-08,637.58,Grocery,Paid,TN
2365,10508,2024-06-09,526.35,Beauty,Organic,KA
5497,11164,2024-06-09,333.55,Home,Organic,MH
2677,10572,2024-06-09,1581.21,Grocery,Organic,KA
5553,11176,2024-06-09,674.31,Fashion,Social,DL
3755,10805,2024-06-09,269.49,Grocery,Paid,RJ
1508,10333,2024-06-09,648.72,Electronics,Referral,WB
83,10022,2024-06-09,824.42,Beauty,Social,KL
2235,10480,2024-06-09,819.42,Accessories,Paid,KL
2538,10546,2024-06-09,720.83,Fashion,Organic,WB
2279,10493,2024-06-09,1001.13,Grocery,Organic,KL
2455,10528,2024-06-09,267.09,Fashion,Organic,UP
3680,10794,2024-06-09,2374.9,Fashion,Organic,RJ
4701,10993,2024-06-09,458.78,Fashion,Organic,TS
3771,10807,2024-06-09,1026.1,Electronics,Organic,KL
1797,10393,2024-06-09,875.63,Grocery,Paid,WB
4273,10908,2024-06-09,467.96,Electronics,Organic,TN
1059,10242,2024-06-09,387.91,Grocery,Referral,TS
4237,10902,2024-06-09,548.13,Fashion,Referral,GJ
3175,10683,2024-06-09,1238.35,Grocery,Referral,TS
736,10157,2024-06-09,475.69,Fashion,Paid,DL
3100,10664,2024-06-09,393.68,Fashion,Referral,KA
4823,11020,2024-06-09,595.57,Fashion,Paid,RJ
3379,10729,2024-06-09,2112.61,Electronics,Referral,GJ
4055,10864,2024-06-09,912.39,Fashion,Organic,MH
4035,10861,2024-06-09,1111.19,Electronics,Referral,MH
4916,11040,2024-06-09,1019.93,Home,Paid,TN
1296,10296,2024-06-10,2028.09,Electronics,Organic,TS
1014,10230,2024-06-10,1737.95,Electronics,Social,KA
3387,10732,2024-06-10,546.32,Accessories,Referral,GJ
241,10057,2024-06-10,298.57,Fashion,Organic,DL
3912,10840,2024-06-10,544.4,Accessories,Paid,GJ
2504,10539,2024-06-10,280.68,Accessories,Organic,TN
1500,10331,2024-06-10,1976.84,Fashion,Organic,MH
3774,10808,2024-06-10,606.58,Accessories,Organic,TN
5085,11078,2024-06-10,160.59,Home,Paid,TN
4968,11051,2024-06-10,519.6,Beauty,Paid,RJ
679,10145,2024-06-10,701.87,Grocery,Organic,RJ
4715,10996,2024-06-10,385.72,Fashion,Organic,TS
4782,11010,2024-06-10,329.99,Fashion,Paid,GJ
3292,10710,2024-06-10,544.93,Home,Organic,KA
5139,11092,2024-06-10,180.29,Grocery,Referral,TN
105,10027,2024-06-10,277.6,Grocery,Organic,TN
3462,10747,2024-06-11,863.99,Home,Organic,WB
4078,10867,2024-06-11,597.68,Beauty,Referral,MH
5562,11179,2024-06-11,1741.61,Fashion,Organic,UP
3658,10789,2024-06-11,1502.52,Fashion,Organic,RJ
5563,11179,2024-06-11,676.93,Electronics,Paid,UP
2908,10619,2024-06-11,1366.34,Grocery,Organic,GJ
1913,10419,2024-06-11,355.85,Home,Social,UP
3291,10710,2024-06-11,1594.69,Fashion,Organic,KA
1887,10414,2024-06-11,380.55,Fashion,Organic,TN
1488,10329,2024-06-11,569.56,Grocery,Paid,KA
1914,10419,2024-06-11,556.39,Electronics,Referral,TN
4602,10973,2024-06-11,323.93,Beauty,Organic,TS
514,10112,2024-06-11,343.98,Fashion,Paid,RJ
4963,11050,2024-06-11,1368.32,Home,Organic,RJ
3145,10674,2024-06-11,1570.1,Fashion,Organic,TN
418,10093,2024-06-11,538.23,Grocery,Paid,RJ
5114,11085,2024-06-11,540.37,Fashion,Organic,WB
2843,10606,2024-06-11,306.31,Electronics,Referral,UP
2985,10635,2024-06-11,1116.27,Fashion,Organic,GJ
2907,10619,2024-06-12,708.22,Electronics,Referral,KL
1631,10360,2024-06-12,313.28,Electronics,Organic,DL
2647,10567,2024-06-12,1146.36,Home,Referral,GJ
2837,10605,2024-06-12,1205.56,Fashion,Social,GJ
3368,10726,2024-06-12,136.82,Home,Referral,RJ
3088,10660,2024-06-12,540.19,Grocery,Paid,DL
1970,10431,2024-06-12,644.98,Accessories,Organic,KL
3204,10690,2024-06-12,2553.95,Grocery,Social,KA
1947,10426,2024-06-12,593.05,Electronics,Organic,TS
2417,10520,2024-06-12,888.04,Grocery,Social,GJ
3481,10751,2024-06-12,802.31,Fashion,Paid,UP
1,10001,2024-06-12,669.2,Fashion,Referral,WB
4723,10998,2024-06-12,789.91,Grocery,Referral,UP
4396,10933,2024-06-12,992.56,Home,Referral,DL
240,10057,2024-06-12,416.25,Electronics,Social,KL
4617,10975,2024-06-12,1325.27,Beauty,Social,MH
5366,11139,2024-06-12,1396.68,Home,Social,DL
4502,10950,2024-06-12,257.29,Grocery,Referral,GJ
904,10204,2024-06-13,378.02,Electronics,Paid,RJ
2770,10592,2024-06-13,512.34,Electronics,Paid,WB
3808,10815,2024-06-13,358.81,Fashion,Referral,MH
4132,10878,2024-06-13,441.68,Electronics,Paid,TS
515,10112,2024-06-13,764.54,Home,Organic,TS
1205,10276,2024-06-13,320.61,Grocery,Referral,WB
5202,11106,2024-06-13,1637.67,Home,Paid,RJ
2397,10515,2024-06-13,368.48,Fashion,Organic,KA
1527,10337,2024-06-13,1214.6,Fashion,Paid,WB
1666,10366,2024-06-13,554.64,Fashion,Referral,MH
1343,10304,2024-06-13,1190.85,Accessories,Social,WB
4810,11017,2024-06-13,473.37,Fashion,Organic,TN
2430,10522,2024-06-14,152.4,Home,Paid,UP
3627,10782,2024-06-14,357.56,Fashion,Paid,TS
3937,10844,2024-06-14,1121.74,Electronics,Organic,TS
1183,10271,2024-06-14,199.4,Fashion,Paid,TS
5534,11171,2024-06-14,897.36,Home,Paid,GJ
1693,10372,2024-06-14,471.56,Fashion,Organic,TN
1389,10314,2024-06-14,109.83,Electronics,Organic,GJ
1638,10362,2024-06-14,1706.9,Beauty,Organic,UP
2547,10548,2024-06-14,753.32,Electronics,Organic,GJ
5344,11133,2024-06-14,293.97,Home,Organic,RJ
5349,11135,2024-06-14,1542.62,Grocery,Organic,WB
2351,10506,2024-06-14,450.94,Accessories,Social,WB
2418,10520,2024-06-14,2445.3,Beauty,Organic,RJ
2639,10565,2024-06-14,948.1,Electronics,Social,MH
5100,11081,2024-06-14,622.19,Home,Organic,TS
2402,10516,2024-06-14,481.97,Grocery,Referral,GJ
4469,10942,2024-06-14,886.69,Fashion,Paid,RJ
5062,11072,2024-06-14,1577.03,Beauty,Social,MH
4803,11016,2024-06-14,708.77,Home,Paid,GJ
5039,11068,2024-06-14,755.0,Fashion,Organic,UP
5038,11068,2024-06-14,2140.6,Fashion,Paid,GJ
1451,10323,2024-06-14,492.26,Fashion,Organic,TS
2909,10619,2024-06-14,1167.61,Electronics,Organic,RJ
1802,10394,2024-06-14,672.01,Home,Paid,TS
1494,10330,2024-06-14,531.4,Fashion,Paid,GJ
26,10007,2024-06-14,100.0,Beauty,Referral,TN
4420,10936,2024-06-14,899.87,Accessories,Organic,KL
3120,10670,2024-06-14,1453.44,Grocery,Referral,UP
3208,10691,2024-06-14,559.47,Fashion,Referral,GJ
